Iteration	Posterior	Likelihood	Prior	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	br_lengths[22]	br_lengths[23]	br_lengths[24]	br_lengths[25]	br_lengths[26]	br_lengths[27]	br_lengths[28]	br_lengths[29]	br_lengths[30]	br_lengths[31]	br_lengths[32]	br_lengths[33]	br_lengths[34]	br_lengths[35]	br_lengths[36]	br_lengths[37]	br_lengths[38]	br_lengths[39]	br_lengths[40]	br_lengths[41]	br_lengths[42]	br_lengths[43]	br_lengths[44]	br_lengths[45]	br_lengths[46]	br_lengths[47]	br_lengths[48]	br_lengths[49]	br_lengths[50]	br_lengths[51]	br_lengths[52]	br_lengths[53]	br_lengths[54]	br_lengths[55]	br_lengths[56]	br_lengths[57]	br_lengths[58]	br_lengths[59]	br_lengths[60]	br_lengths[61]	br_lengths[62]	br_lengths[63]	br_lengths[64]	br_lengths[65]	br_lengths[66]	br_lengths[67]	br_lengths[68]	br_lengths[69]	br_lengths[70]	br_lengths[71]	br_lengths[72]	br_lengths[73]	br_lengths[74]	br_lengths[75]	br_lengths[76]	br_lengths[77]	br_lengths[78]	br_lengths[79]	br_lengths[80]	br_lengths[81]	br_lengths[82]	br_lengths[83]	br_lengths[84]	br_lengths[85]	br_lengths[86]	br_lengths[87]	br_lengths[88]	br_lengths[89]	br_lengths[90]	br_lengths[91]	br_lengths[92]	br_lengths[93]	br_lengths[94]	br_lengths[95]	br_lengths[96]	br_lengths[97]	br_lengths[98]	br_lengths[99]	br_lengths[100]	br_lengths[101]	br_lengths[102]	br_lengths[103]	br_lengths[104]	br_lengths[105]	br_lengths[106]	br_lengths[107]	br_lengths[108]	br_lengths[109]	br_lengths[110]	br_lengths[111]	br_lengths[112]	br_lengths[113]	br_lengths[114]	br_lengths[115]	br_lengths[116]	br_lengths[117]	br_lengths[118]	br_lengths[119]	br_lengths[120]	br_lengths[121]	br_lengths[122]	br_lengths[123]	br_lengths[124]	br_lengths[125]	br_lengths[126]	br_lengths[127]	br_lengths[128]	br_lengths[129]	br_lengths[130]	br_lengths[131]	br_lengths[132]	br_lengths[133]	br_lengths[134]	br_lengths[135]	br_lengths[136]	br_lengths[137]	br_lengths[138]	br_lengths[139]	br_lengths[140]	br_lengths[141]	br_lengths[142]	br_lengths[143]	br_lengths[144]	br_lengths[145]	br_lengths[146]	br_lengths[147]	br_lengths[148]	br_lengths[149]	br_lengths[150]	br_lengths[151]	br_lengths[152]	br_lengths[153]	neo_beta	neo_beta_cats[1]	neo_beta_cats[2]	neo_beta_cats[3]	neo_beta_cats[4]	neo_matrix_probs[1]	neo_matrix_probs[2]	neo_matrix_probs[3]	neo_matrix_probs[4]	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	rel_br_lengths[16]	rel_br_lengths[17]	rel_br_lengths[18]	rel_br_lengths[19]	rel_br_lengths[20]	rel_br_lengths[21]	rel_br_lengths[22]	rel_br_lengths[23]	rel_br_lengths[24]	rel_br_lengths[25]	rel_br_lengths[26]	rel_br_lengths[27]	rel_br_lengths[28]	rel_br_lengths[29]	rel_br_lengths[30]	rel_br_lengths[31]	rel_br_lengths[32]	rel_br_lengths[33]	rel_br_lengths[34]	rel_br_lengths[35]	rel_br_lengths[36]	rel_br_lengths[37]	rel_br_lengths[38]	rel_br_lengths[39]	rel_br_lengths[40]	rel_br_lengths[41]	rel_br_lengths[42]	rel_br_lengths[43]	rel_br_lengths[44]	rel_br_lengths[45]	rel_br_lengths[46]	rel_br_lengths[47]	rel_br_lengths[48]	rel_br_lengths[49]	rel_br_lengths[50]	rel_br_lengths[51]	rel_br_lengths[52]	rel_br_lengths[53]	rel_br_lengths[54]	rel_br_lengths[55]	rel_br_lengths[56]	rel_br_lengths[57]	rel_br_lengths[58]	rel_br_lengths[59]	rel_br_lengths[60]	rel_br_lengths[61]	rel_br_lengths[62]	rel_br_lengths[63]	rel_br_lengths[64]	rel_br_lengths[65]	rel_br_lengths[66]	rel_br_lengths[67]	rel_br_lengths[68]	rel_br_lengths[69]	rel_br_lengths[70]	rel_br_lengths[71]	rel_br_lengths[72]	rel_br_lengths[73]	rel_br_lengths[74]	rel_br_lengths[75]	rel_br_lengths[76]	rel_br_lengths[77]	rel_br_lengths[78]	rel_br_lengths[79]	rel_br_lengths[80]	rel_br_lengths[81]	rel_br_lengths[82]	rel_br_lengths[83]	rel_br_lengths[84]	rel_br_lengths[85]	rel_br_lengths[86]	rel_br_lengths[87]	rel_br_lengths[88]	rel_br_lengths[89]	rel_br_lengths[90]	rel_br_lengths[91]	rel_br_lengths[92]	rel_br_lengths[93]	rel_br_lengths[94]	rel_br_lengths[95]	rel_br_lengths[96]	rel_br_lengths[97]	rel_br_lengths[98]	rel_br_lengths[99]	rel_br_lengths[100]	rel_br_lengths[101]	rel_br_lengths[102]	rel_br_lengths[103]	rel_br_lengths[104]	rel_br_lengths[105]	rel_br_lengths[106]	rel_br_lengths[107]	rel_br_lengths[108]	rel_br_lengths[109]	rel_br_lengths[110]	rel_br_lengths[111]	rel_br_lengths[112]	rel_br_lengths[113]	rel_br_lengths[114]	rel_br_lengths[115]	rel_br_lengths[116]	rel_br_lengths[117]	rel_br_lengths[118]	rel_br_lengths[119]	rel_br_lengths[120]	rel_br_lengths[121]	rel_br_lengths[122]	rel_br_lengths[123]	rel_br_lengths[124]	rel_br_lengths[125]	rel_br_lengths[126]	rel_br_lengths[127]	rel_br_lengths[128]	rel_br_lengths[129]	rel_br_lengths[130]	rel_br_lengths[131]	rel_br_lengths[132]	rel_br_lengths[133]	rel_br_lengths[134]	rel_br_lengths[135]	rel_br_lengths[136]	rel_br_lengths[137]	rel_br_lengths[138]	rel_br_lengths[139]	rel_br_lengths[140]	rel_br_lengths[141]	rel_br_lengths[142]	rel_br_lengths[143]	rel_br_lengths[144]	rel_br_lengths[145]	rel_br_lengths[146]	rel_br_lengths[147]	rel_br_lengths[148]	rel_br_lengths[149]	rel_br_lengths[150]	rel_br_lengths[151]	rel_br_lengths[152]	rel_br_lengths[153]	tree_length	two_beta	two_beta_cats[1]	two_beta_cats[2]	two_beta_cats[3]	two_beta_cats[4]	two_matrix_probs[1]	two_matrix_probs[2]	two_matrix_probs[3]	two_matrix_probs[4]
0	-4306.561	-4589.945	283.384	0.111039	0.0707043	0.186978	0.48832	0.126307	0.133564	0.325896	0.126223	0.030427	0.011116	0.0454522	0.275942	0.337921	0.220103	0.0378938	0.0620717	0.138947	0.0119646	0.105573	0.0474665	0.0312858	0.165446	0.111916	0.102244	0.232504	0.0496632	0.101363	0.105708	0.0172005	0.104678	0.0773955	0.135366	0.458532	0.0401617	0.015051	0.0608366	0.0915776	0.0669863	0.0926134	0.0190882	0.117347	0.0493947	0.0729156	0.0563042	0.0723478	0.00257816	0.0211754	0.0752675	0.0221004	0.0725217	0.0113886	0.0346507	0.0336734	0.0742574	0.00750124	0.00610202	0.221871	0.0420437	0.0513712	0.0286809	0.0839873	0.0825157	0.0163821	0.0284156	0.0544314	0.0237958	0.124987	0.241919	0.0596523	0.202581	0.0591992	0.0945082	0.211	0.172188	0.103773	0.0931334	0.189035	0.124751	0.0160079	0.0670388	0.221146	0.0336308	0.075469	0.00632448	0.0214372	0.0193069	0.010394	0.0815143	0.0433313	0.110401	0.0609887	0.00296143	0.131814	0.0538085	0.000256325	0.229861	0.0406109	0.0212045	0.0479328	0.0566551	0.0100748	0.00920629	0.139388	0.059245	0.0181308	0.144111	0.0442925	0.191043	0.0521123	0.0601073	0.0420616	0.0831695	0.00418607	0.0505906	0.0860126	0.0592858	0.00629973	0.00113909	0.172177	0.0661561	0.014588	0.0433636	0.0412301	0.0352005	0.245338	0.0339114	0.0648865	0.182364	0.0769195	0.19352	0.0170618	0.0289253	0.0589625	0.0464662	0.165677	0.0575578	0.0967601	0.00151661	0.00765423	0.0882678	0.154284	0.0958058	0.0323129	0.0655425	0.00376895	0.000851995	0.0356524	0.0270435	0.0332754	0.259625	0.0535268	0.0123946	0.00146429	3.316649	0.266478	0.435143	0.564856	0.733522	0.123424	0.416374	0.106812	0.353389	0.417127	0.652836	0.875432	1.14229	1.53178	2.39735	0.6322257	0.00858113	0.00546406	0.0144498	0.0377376	0.00976109	0.0103219	0.0251854	0.00975457	0.00235142	0.000859047	0.00351257	0.0213249	0.0261147	0.0170097	0.00292845	0.00479693	0.0107379	0.000924633	0.0081587	0.00366823	0.00241778	0.0127858	0.00864896	0.00790144	0.017968	0.003838	0.00783335	0.00816919	0.00132926	0.00808956	0.00598117	0.0104611	0.0354356	0.00310372	0.00116315	0.00470148	0.00707716	0.00517673	0.00715721	0.00147515	0.00906864	0.00381725	0.00563495	0.00435122	0.00559107	0.000199241	0.00163645	0.00581671	0.00170793	0.00560451	0.000880117	0.00267783	0.0026023	0.00573865	0.0005797	0.000471567	0.0171463	0.00324915	0.00396999	0.00221647	0.00649058	0.00637686	0.00126602	0.00219597	0.00420648	0.00183895	0.00965902	0.0186956	0.00460996	0.0156556	0.00457495	0.00730364	0.0163062	0.0133068	0.00801963	0.0071974	0.0146087	0.00964083	0.0012371	0.00518079	0.0170902	0.002599	0.00583229	0.000488759	0.00165668	0.00149205	0.000803251	0.00629947	0.00334866	0.00853181	0.00471324	0.00022886	0.0101866	0.00415835	1.98089e-05	0.0177638	0.00313843	0.0016387	0.00370427	0.00437834	0.000778583	0.000711467	0.010772	0.00457848	0.00140116	0.0111369	0.00342294	0.0147639	0.00402727	0.00464512	0.00325054	0.00642738	0.000323502	0.00390967	0.0066471	0.00458164	0.000486846	8.80293e-05	0.0133059	0.00511258	0.00112736	0.00335116	0.00318628	0.00272031	0.0189598	0.00262069	0.00501446	0.0140932	0.00594438	0.0149553	0.00131854	0.00223536	0.00455665	0.00359093	0.0128036	0.00444809	0.00747767	0.000117204	0.000591523	0.00682138	0.0119232	0.00740392	0.00249715	0.00506515	0.000291267	6.58426e-05	0.00275524	0.00208993	0.00257154	0.0200639	0.00413658	0.00095786	0.000113161	12.93988	5.250609	0.310584	0.448983	0.551017	0.689417	0.308152	0.206872	0.170095	0.314881
36	-4307.152	-4591.104	283.9522	0.122921	0.11473	0.00888998	0.507309	0.140916	0.0359829	0.300133	0.103428	0.0112715	0.0233397	0.0796982	0.215479	0.556544	0.139046	0.0384598	0.0580882	0.178435	0.00680071	0.10237	0.0271237	0.134695	0.122099	0.0953369	0.0659381	0.162835	0.085773	0.112882	0.0645228	0.0522361	0.0971726	0.0968225	0.236443	0.432405	0.0858825	0.066377	0.044832	0.0941548	0.0756897	0.0598393	0.0740721	0.0593375	0.123462	0.0980475	0.0829872	0.0333335	0.0226521	0.00447565	0.0341662	0.00287959	0.110295	0.060711	0.021131	0.0359091	0.00143583	0.187654	0.00536884	0.195163	0.0380316	0.0735798	0.0445247	0.028147	0.0382237	0.0386904	0.0390278	0.0284156	0.0674255	0.38104	0.0664745	0.0694505	0.110687	0.0800452	0.0559184	0.434717	0.0688498	0.413663	0.069323	0.119049	0.330286	0.00937025	0.0883206	0.0781298	0.0296645	0.0345272	0.0936848	0.00354113	0.0382148	0.00275466	0.0911345	0.0706147	0.202498	0.0964974	0.00287278	0.144463	0.019792	4.14761e-05	0.52486	0.0663387	0.034359	0.0544731	0.0984854	0.0260794	0.010807	0.0918976	0.0815308	0.00659767	0.155638	0.0732421	0.0622352	0.229982	0.041296	0.00613425	0.014261	0.00519736	0.0229238	0.0523646	0.0288673	0.0543586	0.0109062	0.262487	0.00995462	0.0344761	0.0135307	0.029551	0.00930548	0.0896142	0.0164173	0.0309572	0.295586	0.032615	0.265441	0.0204822	0.027352	0.0429451	0.0739939	0.0837239	0.0392957	0.0516166	0.376611	0.0068361	0.0855375	0.333024	0.0330172	0.0231946	0.0386492	0.0121223	0.0169456	0.0483243	0.0291338	0.0951366	0.15463	0.0953539	0.0195533	0.0521886	1.706357	0.190919	0.407297	0.592703	0.809081	0.0342473	0.570368	0.190931	0.204454	0.338023	0.589204	0.847866	1.17943	1.6972	2.95838	0.784271	0.00858739	0.00801516	0.000621064	0.0354412	0.00984454	0.00251381	0.0209676	0.0072256	0.000787443	0.00163054	0.00556781	0.0150536	0.0388808	0.00971389	0.00268684	0.00405811	0.0124657	0.000475105	0.00715166	0.00189489	0.00940996	0.00852998	0.00666034	0.00460651	0.0113758	0.0059922	0.00788606	0.00450763	0.00364927	0.00678859	0.00676413	0.0165182	0.0302083	0.00599985	0.00463717	0.00313201	0.00657776	0.00528776	0.00418044	0.00517476	0.00414539	0.00862522	0.00684971	0.00579758	0.00232872	0.0015825	0.000312674	0.00238689	0.000201171	0.00770536	0.00424134	0.00147623	0.00250865	0.000100309	0.0131097	0.000375073	0.0136343	0.00265693	0.00514037	0.00311055	0.00196638	0.00267035	0.00270296	0.00272652	0.00198515	0.00471042	0.0266199	0.00464398	0.00485189	0.00773274	0.00559205	0.00390652	0.0303698	0.00480993	0.0288989	0.00484298	0.00831691	0.0230741	0.000654616	0.00617017	0.00545823	0.0020724	0.00241211	0.00654492	0.000247387	0.00266972	0.000192444	0.00636676	0.00493322	0.0141467	0.00674142	0.000200695	0.0100923	0.00138269	2.89757e-06	0.0366673	0.0046345	0.00240036	0.00380555	0.0068803	0.00182194	0.000754989	0.00642007	0.00569583	0.00046092	0.010873	0.00511677	0.00434782	0.0160668	0.00288499	0.000428545	0.00099629	0.000363094	0.00160148	0.00365825	0.0020167	0.00379755	0.000761922	0.0183377	0.000695441	0.00240854	0.000945272	0.00206447	0.000650091	0.00626055	0.00114693	0.0021627	0.02065	0.00227852	0.018544	0.00143091	0.00191084	0.00300019	0.0051693	0.00584905	0.00274524	0.00360599	0.0263105	0.000477577	0.00597574	0.0232654	0.00230662	0.0016204	0.00270008	0.000846877	0.00118384	0.00337599	0.00203532	0.00664635	0.0108026	0.00666153	0.00136602	0.00364595	14.31411	1.390271	0.165722	0.39618	0.60382	0.834277	0.087348	0.51044	0.338642	0.0635705
72	-4309.705	-4590.649	280.9448	0.154225	0.0129156	0.182207	0.782714	0.22125	0.00833221	0.550173	0.136772	0.0551989	0.0370086	0.000550627	0.253748	0.42048	0.202705	0.022123	0.129089	0.258287	0.00925846	0.137684	0.0181848	0.146407	0.148498	0.137293	0.00293468	0.229173	0.056422	0.0947117	0.116617	0.0558428	0.100241	0.142336	0.257002	0.378853	0.0184345	0.0272949	0.049368	0.0412376	0.110846	0.127838	0.136427	0.133852	0.0852034	0.106784	0.0780045	0.0290721	0.050114	0.0416835	0.0947873	0.0222237	0.028523	0.0825431	0.0530451	0.0337893	0.0979854	0.029237	0.0744653	0.294906	0.0697551	0.0368221	0.0118299	0.0508348	0.0476958	0.120081	0.0127423	0.0657114	0.0371379	0.12545	0.0575516	0.0428958	0.0547993	0.0490425	0.0147805	0.207107	0.0228014	0.279038	0.1014	0.0329495	0.20833	0.0615667	0.0484786	0.00348371	0.0407247	0.0596676	0.0658123	0.0159106	0.0278514	0.294913	0.1864	0.136828	0.00217757	0.0745762	0.00682701	0.150765	0.00757828	9.52701e-05	0.307487	0.00998416	0.0125595	0.0600468	0.0173923	0.00370596	0.0964037	0.0826912	0.0559722	0.051757	0.172163	0.050281	0.0407777	0.0315021	0.0786426	0.00318029	0.0582047	0.00184082	0.0886364	0.0423537	0.00141473	0.101784	0.120227	0.349507	0.0288276	0.0299839	0.0148864	0.00395969	0.0255409	0.131932	0.0186149	0.105368	0.388691	0.0117019	0.27437	0.0461761	0.0375353	0.0775869	0.0387227	0.0240109	0.0323125	0.0865204	0.331062	0.0101686	0.333581	0.457437	0.050218	0.0740143	0.0943588	0.00395926	0.102661	0.0335976	0.0423039	0.0835167	0.123224	0.0465264	0.15274	0.059578	1.760413	0.194705	0.408869	0.591132	0.805294	0.0180061	0.684239	0.104286	0.193468	0.400397	0.639932	0.869996	1.14943	1.56267	2.49752	0.6618242	0.010045	0.000841216	0.0118675	0.0509794	0.0144104	0.00054269	0.0358337	0.0089082	0.00359519	0.00241043	3.58632e-05	0.016527	0.0273866	0.0132025	0.00144091	0.00840777	0.0168226	0.000603019	0.00896758	0.00118441	0.00953574	0.00967195	0.00894211	0.000191141	0.0149264	0.00367486	0.00616873	0.00759547	0.00363714	0.00652884	0.00927059	0.0167389	0.0246753	0.00120067	0.00177776	0.00321542	0.00268587	0.00721959	0.00832629	0.00888573	0.00871801	0.00554944	0.00695504	0.00508056	0.00189351	0.00326401	0.00271492	0.00617366	0.00144746	0.00185775	0.00537617	0.00345491	0.00220075	0.00638195	0.00190425	0.00485005	0.0192077	0.00454326	0.00239828	0.000770501	0.00331095	0.00310651	0.00782106	0.00082993	0.00427989	0.00241885	0.00817077	0.00374843	0.00279387	0.00356917	0.00319422	0.00096268	0.0134892	0.00148509	0.0181742	0.00660436	0.00214605	0.0135689	0.00400994	0.00315749	0.0002269	0.00265247	0.00388625	0.00428646	0.00103628	0.00181401	0.0192082	0.0121406	0.00891182	0.000141829	0.00485727	0.000444655	0.00981956	0.000493586	6.2051e-06	0.0200271	0.000650285	0.00081802	0.00391095	0.00113279	0.000241375	0.00627893	0.00538582	0.00364556	0.00337102	0.0112132	0.00327488	0.00265592	0.00205179	0.00512213	0.000207137	0.00379097	0.000119895	0.00577304	0.00275857	9.21438e-05	0.00662936	0.00783061	0.022764	0.00187759	0.0019529	0.000969573	0.000257901	0.00166352	0.00859293	0.00121242	0.00686282	0.0253161	0.000762163	0.0178702	0.00300753	0.00244474	0.00505336	0.00252208	0.00156387	0.00210457	0.00563522	0.0215626	0.000662299	0.0217267	0.0297936	0.00327078	0.00482068	0.00614575	0.000257873	0.00668645	0.00218827	0.00275533	0.00543958	0.00802576	0.00303034	0.00994823	0.00388041	15.35352	2.852583	0.250453	0.429754	0.570245	0.749547	0.0934286	0.529003	0.104909	0.272659
108	-4320.743	-4611.028	290.2849	0.19865	0.230568	0.186208	0.392133	0.0894549	0.0779803	0.32853	0.11247	0.0634182	0.0234487	0.265056	0.11619	0.10653	0.18289	0.0193047	0.0627013	0.0641592	0.107308	0.0881054	0.0182114	0.0275299	0.119302	0.0585712	0.0181899	0.207242	0.0474062	0.0555226	0.0682339	0.0539898	0.121437	0.0741259	0.295099	0.241142	0.102549	0.0281833	0.0487404	0.0218459	0.108063	0.042807	0.0677681	0.0072527	0.0787616	0.0580234	0.0173951	0.0193776	0.0146328	0.146852	0.0286245	0.0755346	0.107905	0.0114625	0.0103917	0.0323582	0.0318849	0.00542095	6.11101e-05	0.22465	0.0249348	0.0244118	0.000601209	0.0132578	0.0424564	0.101091	0.013252	0.0491855	0.020415	0.212294	0.0457944	0.0250425	0.0593879	0.0568578	0.0536997	0.00632831	0.0334684	0.129045	0.0811137	0.0112615	0.241792	0.158973	0.0448327	0.0192673	0.011214	0.0210904	0.00548992	0.0164776	0.0465405	0.00767687	0.0482763	0.0228491	0.187544	0.018539	0.0346394	0.210909	0.0376276	0.0026379	0.0421009	0.0112305	0.00529307	0.0696294	0.0283411	0.0730559	0.017341	0.0778403	0.0257904	0.0147854	0.0626157	0.0148208	0.0231618	0.0185936	0.391815	0.0328625	0.0982374	0.0383611	0.0391864	0.0247492	0.0479562	0.142675	0.0180794	0.00160989	0.0367071	0.0812635	0.00471593	0.100891	0.0380425	0.0325939	0.0528912	0.0220603	0.0800647	0.200809	0.0959581	0.0679483	0.0136096	0.0461284	0.259178	0.043015	0.0154845	0.044748	0.238109	0.0953173	0.0460881	0.00191556	0.144442	0.0472169	0.011782	0.0444547	0.000348101	0.00681164	0.0451586	0.0115141	0.0962997	0.0645756	0.15828	0.0281373	1.532018	0.177721	0.401626	0.598374	0.822279	0.0798614	0.633285	0.118128	0.168726	0.243875	0.502481	0.806779	1.2395	1.99013	4.10047	1.020323	0.0178184	0.0206813	0.0167023	0.0351733	0.00802385	0.00699462	0.0294682	0.0100883	0.00568844	0.00210328	0.0237748	0.0104219	0.00955545	0.0164047	0.00173158	0.00562413	0.0057549	0.00962526	0.00790281	0.00163351	0.00246936	0.010701	0.00525367	0.00163158	0.018589	0.0042522	0.00498022	0.00612038	0.00484274	0.0108926	0.00664889	0.0264696	0.0216298	0.0091984	0.00252796	0.00437187	0.00195952	0.00969294	0.00383967	0.00607861	0.000650546	0.00706469	0.00520453	0.00156029	0.00173812	0.00131252	0.0131722	0.00256753	0.00677524	0.00967882	0.00102815	0.00093211	0.00290244	0.00285999	0.000486244	5.48141e-06	0.0201504	0.00223658	0.00218967	5.39267e-05	0.00118919	0.00380822	0.00906759	0.00118867	0.0044118	0.00183117	0.0190421	0.00410763	0.00224624	0.00532693	0.00509998	0.00481671	0.000567632	0.00300202	0.0115749	0.00727567	0.00101013	0.021688	0.0142594	0.00402137	0.00172822	0.00100586	0.00189175	0.00049243	0.001478	0.00417455	0.000688594	0.00433025	0.0020495	0.0168221	0.0016629	0.00310705	0.0189179	0.00337509	0.000236613	0.00377633	0.00100734	0.000474773	0.00624556	0.00254212	0.00655291	0.00155544	0.00698205	0.00231333	0.00132621	0.00561645	0.00132938	0.00207755	0.0016678	0.0351447	0.00294768	0.00881162	0.00344088	0.00351491	0.00221994	0.00430154	0.0127976	0.00162167	0.000144402	0.00329253	0.00728911	0.000423005	0.00904962	0.00341231	0.00292358	0.00474419	0.00197875	0.00718158	0.018012	0.00860717	0.00609477	0.00122074	0.00413759	0.0232475	0.00385833	0.00138891	0.00401377	0.0213577	0.00854969	0.00413397	0.00017182	0.012956	0.00423522	0.00105681	0.00398746	3.12237e-05	0.000610985	0.0040506	0.00103278	0.00863781	0.00579225	0.0141972	0.00252384	11.14862	1.026443	0.128188	0.376844	0.623156	0.871812	0.0174799	0.560672	0.408989	0.0128593
144	-4312.314	-4592.649	280.3348	0.13687	0.218766	0.333964	0.444073	0.182154	0.053493	0.421444	0.274142	0.0230219	0.0258106	0.152344	0.227996	0.212083	0.262031	0.00860533	0.0639749	0.0043961	0.132814	0.0981403	0.00462663	0.0235426	0.0993319	0.0636119	0.0458851	0.148046	0.0270474	0.142177	0.0610791	0.0518527	0.0619002	0.0926057	0.246209	0.347451	0.161285	0.0174177	0.0497304	0.0354243	0.0441779	0.0815855	0.0648768	0.107413	0.0715447	0.106235	0.0429359	0.0181719	0.026301	0.0788562	0.0794525	0.0374426	0.0247238	0.0446545	0.0299607	0.0059568	0.0598921	0.061153	0.0498861	0.0878871	0.114693	0.0190232	0.00127973	0.0267228	0.0258636	0.0362097	0.0194336	0.030479	0.0675981	0.0903032	0.0120842	0.0829364	0.0546822	0.0821943	0.00059385	0.00113701	0.0209462	0.105129	0.14942	0.0237107	0.275573	0.170967	0.0129771	0.0234863	0.0211264	0.022725	0.0953733	0.00449314	0.0798117	0.0149669	0.168151	0.0989329	0.218317	0.0324721	0.0095898	0.00925603	0.0247802	0.001904	0.0249108	0.0414018	0.00622137	0.0190863	0.0857582	0.100436	0.00245077	0.0408628	0.0247593	0.0231369	0.0563719	0.0385825	0.00522405	0.0212838	0.44263	0.00533943	0.0891855	0.0103154	0.382469	0.218257	0.0510009	0.0789677	0.0319653	0.176489	0.00803703	0.136163	0.0224925	0.0772836	0.0458538	0.0238235	0.01873	0.000374318	0.00490918	0.144802	0.0104494	0.0579878	0.0122385	0.0391894	0.0184384	0.0339927	0.0477673	0.0546421	0.227643	0.277811	0.0149722	0.0201816	0.161232	0.111902	0.00273065	0.021474	0.00145213	0.0133969	0.0424634	0.00760067	0.139565	0.0736112	0.452932	0.00930112	14.93576	0.385125	0.470105	0.529897	0.614874	0.476239	0.163579	0.000960475	0.359222	0.365674	0.612238	0.858071	1.16541	1.63335	2.73467	0.7274161	0.010828	0.017307	0.0264205	0.0351314	0.0144105	0.00423193	0.0333412	0.0216879	0.00182131	0.00204192	0.0120522	0.0180372	0.0167783	0.0207297	0.000680782	0.00506116	0.000347783	0.0105072	0.00776405	0.000366021	0.0018625	0.00785832	0.00503245	0.00363005	0.0117122	0.00213977	0.0112479	0.00483208	0.00410216	0.00489704	0.0073262	0.019478	0.0274874	0.0127596	0.00137795	0.00393426	0.00280248	0.00349499	0.00645437	0.00513251	0.00849765	0.00566002	0.00840446	0.00339673	0.00143761	0.00208072	0.00623845	0.00628563	0.00296215	0.00195594	0.0035327	0.00237025	0.000471253	0.00473817	0.00483792	0.00394658	0.0069529	0.00907353	0.00150496	0.000101242	0.00211409	0.00204612	0.00286461	0.00153743	0.00241125	0.0053478	0.00714404	0.000956004	0.00656125	0.004326	0.00650253	4.69805e-05	8.99512e-05	0.00165709	0.0083169	0.0118209	0.0018758	0.0218011	0.0135255	0.00102664	0.00185804	0.00167135	0.00179781	0.00754515	0.00035546	0.00631404	0.00118405	0.0133027	0.00782676	0.0172715	0.00256892	0.000758666	0.000732261	0.0019604	0.000150629	0.00197074	0.00327537	0.000492184	0.00150995	0.00678448	0.00794568	0.000193884	0.00323273	0.00195875	0.0018304	0.00445968	0.00305233	0.000413284	0.0016838	0.0350173	0.000422411	0.00705562	0.000816071	0.0302578	0.0172667	0.00403477	0.00624727	0.00252883	0.0139623	0.000635824	0.0107721	0.00177942	0.00611404	0.00362758	0.00188472	0.00148176	2.96129e-05	0.000388374	0.0114555	0.000826669	0.00458752	0.000968213	0.00310034	0.0014587	0.00268922	0.00377896	0.00432283	0.0180092	0.0219781	0.00118448	0.0015966	0.0127554	0.00885275	0.000216026	0.00169885	0.00011488	0.00105985	0.00335935	0.000601302	0.0110412	0.00582351	0.0358323	0.000735828	12.64035	5.009425	0.306403	0.447724	0.552276	0.693597	0.279779	0.0219512	0.653174	0.0450965
