Iteration	Posterior	Likelihood	Prior	neo_beta	neo_matrix_probs[1]	neo_matrix_probs[2]	neo_matrix_probs[3]	neo_matrix_probs[4]	rate_log_sd	tree_length	two_beta	two_matrix_probs[1]	two_matrix_probs[2]	two_matrix_probs[3]	two_matrix_probs[4]
624	-4321.102	-4603.081	281.9792	1.040211	0.0239509	0.557952	0.37868	0.0394164	0.7030601	14.20308	6.762872	0.455425	0.0216269	0.0193782	0.50357
630	-4312.578	-4597.647	285.0694	0.9926448	0.0268752	0.542168	0.424915	0.00604209	0.7594351	12.65699	6.422226	0.524628	0.0249132	0.0223228	0.428136
636	-4314.05	-4596.798	282.7483	1.638203	0.0853552	0.396617	0.43434	0.0836878	0.6633432	13.60717	6.422226	0.319934	0.332691	0.0317175	0.315658
642	-4326.751	-4606.377	279.6256	1.638203	0.0587092	0.3482	0.532597	0.0604937	0.5763007	15.26971	6.422226	0.469082	0.00919436	0.0162961	0.505428
648	-4337.094	-4619.539	282.4449	1.48604	0.0469784	0.278626	0.625989	0.0484064	0.7116814	12.99489	11.8018	0.364391	0.0172194	0.0515811	0.566809
654	-4328.641	-4610.274	281.6333	1.48604	0.0900897	0.468262	0.33723	0.104418	0.6203065	13.68671	10.08704	0.372145	0.0251573	0.163478	0.43922
660	-4318.157	-4603.208	285.0508	1.889617	0.0506044	0.536245	0.33013	0.0830211	0.6695332	12.21126	6.909629	0.396112	0.0982482	0.0381335	0.467507
666	-4315.705	-4599.18	283.4748	1.889617	0.166428	0.544501	0.137658	0.151412	0.8587948	12.98783	6.612946	0.3299	0.286093	0.00698074	0.377026
672	-4327.607	-4609.991	282.3838	2.064147	0.0997633	0.366254	0.510793	0.0231898	0.6113574	14.60027	2.590988	0.175268	0.296895	0.466234	0.0616027
678	-4329.963	-4615.508	285.5451	2.372366	0.093292	0.523281	0.339864	0.0435626	0.7335679	12.10792	5.063347	0.115221	0.368958	0.504497	0.0113237
684	-4322.397	-4606.542	284.1451	0.9290645	0.100093	0.488527	0.364641	0.0467384	0.5695271	14.31953	2.307696	0.289928	0.228495	0.470805	0.0107717
690	-4309.829	-4595.918	286.0891	1.086449	0.0142355	0.467186	0.486595	0.0319835	0.6894416	13.39224	1.729146	0.128311	0.225117	0.643933	0.00263813
696	-4310.391	-4597.54	287.149	0.8204886	0.014157	0.475569	0.483912	0.0263618	0.687627	13.39224	0.8695379	0.0491091	0.430771	0.517183	0.00293695
702	-4309.009	-4598.33	289.3204	0.8395384	0.0434529	0.512268	0.398254	0.0460244	0.6972064	12.26124	0.8434315	0.0491948	0.431523	0.518086	0.0011962
708	-4317.547	-4602.535	284.9881	2.708531	0.072851	0.635055	0.0299556	0.262138	0.547203	13.51723	1.411999	0.0629684	0.442558	0.493455	0.00101861
714	-4303.094	-4588.906	285.8121	1.898037	0.0479427	0.741655	0.0276961	0.182707	0.6685093	13.64448	0.7708337	0.0691936	0.339146	0.586544	0.00511599
720	-4301.118	-4588.077	286.9589	1.898037	0.0334033	0.690433	0.106076	0.170088	0.617646	13.17356	0.591674	0.0678452	0.332538	0.575114	0.0245029
726	-4303.83	-4591.43	287.6001	2.164529	0.0192124	0.714601	0.149132	0.117054	0.6609165	12.53368	0.9226899	0.0298651	0.36073	0.584502	0.0249029
732	-4308.747	-4596.807	288.0594	1.89915	0.150818	0.542544	0.0123723	0.294266	0.800988	11.70476	2.336621	0.0885924	0.236444	0.627245	0.0477179
738	-4313.813	-4598.76	284.9472	5.314087	0.138578	0.49851	0.0925303	0.270383	0.8353827	12.41082	2.102566	0.0306092	0.516118	0.390377	0.0628956
744	-4321.641	-4606.362	284.7213	6.390362	0.225127	0.329945	0.111322	0.333607	0.8204585	12.31748	2.102566	0.11821	0.294828	0.516927	0.0700349
750	-4317.122	-4603.19	286.0681	5.513912	0.122541	0.248234	0.22626	0.402965	0.7209596	11.59461	2.808623	0.166572	0.223529	0.542625	0.0672741
756	-4323.048	-4608.384	285.3354	6.406332	0.19274	0.27406	0.193949	0.339252	0.7103806	11.84405	2.684972	0.154525	0.0682855	0.691463	0.0857268
762	-4323.776	-4608.993	285.2169	4.433701	0.16428	0.385298	0.236039	0.214384	0.6840789	12.31393	2.776971	0.166608	0.197165	0.581614	0.0546128
768	-4321.435	-4605.55	284.1157	5.132217	0.0894762	0.437631	0.068293	0.4046	0.6771579	12.53881	3.395327	0.21736	0.290891	0.429543	0.0622062
774	-4313.318	-4595.763	282.445	4.192305	0.360943	0.0186291	0.551772	0.0686556	0.7191472	13.39636	4.178561	0.269067	0.116297	0.520076	0.09456
780	-4285.535	-4570.856	285.3204	3.591481	0.124642	0.148497	0.51229	0.214571	0.6753503	11.80863	5.347778	0.261945	0.0471554	0.515405	0.175495
786	-4294.135	-4578.204	284.0686	4.652699	0.435714	0.114734	0.357653	0.0918991	0.8237088	11.69807	7.504803	0.340385	0.136561	0.160676	0.362378
792	-4289.355	-4573.008	283.6529	1.494183	0.0545573	0.414024	0.275267	0.256151	0.7410448	12.99956	7.307439	0.367051	0.14726	0.0949224	0.390767
798	-4300.765	-4579.776	279.0115	1.116814	0.0392507	0.554177	0.276568	0.130004	0.6977107	15.28248	9.357442	0.40247	0.16147	0.205467	0.230593
804	-4309.962	-4594.454	284.4917	1.867135	0.0196494	0.346531	0.578071	0.0557486	0.8066094	12.52364	6.459693	0.356923	0.137465	0.335192	0.17042
810	-4309.436	-4591.858	282.4215	2.528782	0.20248	0.390864	0.365134	0.0415219	0.9292647	13.83549	3.987028	0.34478	0.0987852	0.327733	0.228701
816	-4312.335	-4591.176	278.8406	3.518082	0.0458511	0.601849	0.0826834	0.269616	0.7996948	14.44305	9.268468	0.198116	0.374078	0.230144	0.197662
822	-4305.963	-4591.896	285.933	2.093081	0.0473301	0.50868	0.165677	0.278313	0.9729101	10.80646	11.63229	0.1653	0.350732	0.260357	0.223611
828	-4302.996	-4592.247	289.2502	2.230786	0.0914622	0.593335	0.266748	0.0484545	0.918286	10.65365	3.048177	0.198829	0.37438	0.188102	0.238689
834	-4305.29	-4590.291	285.0009	2.961869	0.0615994	0.399609	0.523601	0.0151913	0.6601046	12.56214	3.726679	0.163699	0.228967	0.410819	0.196516
840	-4315.076	-4597.219	282.1425	1.66353	0.0300252	0.630057	0.130784	0.209134	0.6708868	13.36719	9.73641	0.237295	0.397167	0.0271251	0.338412
846	-4311.65	-4597.472	285.8218	2.292599	0.152163	0.543325	0.117161	0.18735	0.8323207	11.53619	7.094332	0.306036	0.358333	0.030308	0.305323
852	-4324.57	-4613.387	288.8165	1.369538	0.0429988	0.682061	0.171275	0.103666	0.837012	10.68496	5.371928	0.271687	0.293226	0.00687218	0.428215
858	-4302.966	-4588.339	285.3736	1.862175	0.0584556	0.372928	0.418505	0.150112	0.7826956	12.08932	6.402697	0.183935	0.453038	0.0179886	0.345039
864	-4319.024	-4607.141	288.1162	2.598151	0.0387485	0.584333	0.277414	0.0995045	0.976963	10.41003	5.742222	0.389687	0.240602	0.0215636	0.348147
870	-4312.245	-4598.232	285.9868	1.613228	0.0548575	0.407083	0.396015	0.142045	0.8551541	11.77083	6.751244	0.270457	0.322268	0.00941582	0.397859
876	-4312.88	-4599.113	286.2335	2.016316	0.0703627	0.522143	0.311808	0.0956861	0.8317496	10.78186	11.40163	0.218822	0.310192	0.112947	0.358038
882	-4300.792	-4584.626	283.834	1.647993	0.0834952	0.619595	0.183364	0.113545	0.6824421	12.89468	7.156339	0.27801	0.25168	0.143498	0.326812
888	-4314.737	-4595	280.2638	12.22922	0.157285	0.469363	0.0623577	0.310994	0.7536662	12.75588	5.992404	0.196044	0.503642	0.0708114	0.229503
894	-4326.612	-4608.966	282.3542	6.857127	0.277577	0.318468	0.07154	0.332415	0.7602347	13.082	3.343292	0.150322	0.0736436	0.600057	0.175977
900	-4327.167	-4610.018	282.8507	8.38847	0.0205194	0.632405	0.0324009	0.314675	0.6671531	12.93835	2.3373	0.136674	0.327969	0.454921	0.0804361
906	-4329.256	-4613.183	283.9278	4.521828	0.0161284	0.734287	0.00224702	0.247337	0.753784	12.93835	2.74353	0.175321	0.0824727	0.630692	0.111515
912	-4321.688	-4604.399	282.7117	3.312534	0.141584	0.576522	0.00330583	0.278588	0.8575139	13.03449	5.915024	0.418626	0.0780884	0.406702	0.0965828
918	-4313.385	-4598.22	284.8357	2.705146	0.118947	0.598217	0.00277726	0.280059	0.748346	12.42335	4.766255	0.235334	0.172979	0.533325	0.0583626
924	-4320.037	-4604.143	284.1067	3.110968	0.0356354	0.538821	0.169854	0.25569	0.8791886	11.81894	9.02844	0.368618	0.0799112	0.000702205	0.550769
930	-4319.666	-4600.305	280.6389	2.20776	0.170325	0.414238	0.161184	0.254253	1.039732	13.00478	16.05587	0.343785	0.0963898	0.000383464	0.559442
936	-4330.628	-4610.983	280.3557	2.132261	0.190986	0.181156	0.405928	0.221929	0.9029231	12.89961	19.98491	0.483391	0.0941121	0.000374386	0.422123
942	-4329.492	-4608.336	278.8446	4.728393	0.204951	0.289619	0.216028	0.289403	0.8195153	12.64468	24.21022	0.447007	0.21967	0.000396698	0.332927
948	-4324.953	-4607.75	282.7969	3.822443	0.112317	0.31445	0.277316	0.295917	0.6970446	12.64497	7.455737	0.446051	0.2192	0.00253422	0.332215
954	-4326.917	-4609.785	282.8672	1.641982	0.0312342	0.683359	0.138073	0.147334	0.7448231	12.90473	10.14244	0.189768	0.317208	0.00373244	0.489291
960	-4319.737	-4600.827	281.0893	2.08893	0.0807161	0.50402	0.13553	0.279734	0.7050692	13.13364	14.62639	0.301197	0.369278	0.00430513	0.32522
966	-4326.867	-4612.136	285.269	1.282324	0.0352395	0.691286	0.125176	0.148298	0.797844	12.75673	4.676774	0.233273	0.334807	0.00390326	0.428017
972	-4331.213	-4615.902	284.6884	8.321929	0.0258662	0.155797	0.58483	0.233507	0.8017515	12.50563	0.989427	0.034543	0.428548	0.511961	0.0249479
978	-4318.811	-4601.499	282.6885	8.321929	0.284518	0.312421	0.142073	0.260989	0.6627487	13.72635	0.7858182	0.0345946	0.429188	0.512725	0.0234917
984	-4307.081	-4587.49	280.4086	4.675955	0.175816	0.29937	0.0942244	0.43059	0.7471799	13.14681	10.80673	0.358547	0.166304	0.000369536	0.474779
990	-4307.929	-4587.207	279.2778	4.675955	0.17354	0.453254	0.156982	0.216224	0.9255053	14.08627	7.776182	0.293433	0.317708	0.000302426	0.388557
996	-4299.782	-4586.519	286.7379	1.722786	0.166741	0.540879	0.141724	0.150656	0.9288631	10.67968	10.68296	0.626606	0.0172404	0.00064581	0.355508
1002	-4304.138	-4586.179	282.0404	1.663903	0.00907806	0.564019	0.268196	0.158707	0.7311835	13.41952	9.520236	0.373618	0.0117449	0.361677	0.25296
