Iteration	Posterior	Likelihood	Prior	neo_beta	neo_matrix_probs[1]	neo_matrix_probs[2]	neo_matrix_probs[3]	neo_matrix_probs[4]	rate_log_sd	tree_length	two_beta	two_matrix_probs[1]	two_matrix_probs[2]	two_matrix_probs[3]	two_matrix_probs[4]
84	-4330.251	-4613.761	283.5101	3.699148	0.301406	0.0462586	0.242584	0.409751	0.6206945	14.16072	0.9803399	0.00712093	0.457877	0.519533	0.0154689
90	-4320.388	-4601.818	281.43	6.410059	0.329915	0.0493434	0.366744	0.253998	0.7029781	14.05216	2.190891	0.117382	0.349401	0.338773	0.194444
96	-4322.299	-4604.779	282.4798	6.410059	0.358136	0.0535643	0.312575	0.275725	0.7722642	12.85816	4.21259	0.129215	0.344716	0.334232	0.191837
102	-4335.406	-4616.881	281.4743	9.697858	0.49146	0.174259	0.0478153	0.286465	0.821352	13.00302	3.519234	0.222886	0.375116	0.232497	0.169501
108	-4326.75	-4608.664	281.9137	3.141986	0.154866	0.525149	0.0699438	0.250041	0.6931875	13.65584	5.570191	0.290796	0.184725	0.303335	0.221145
114	-4304.332	-4590.074	285.7421	4.8156	0.531225	0.0298682	0.0531358	0.385771	0.7908856	11.47425	4.242484	0.23982	0.282409	0.196873	0.280898
120	-4309.405	-4592.207	282.8027	4.8156	0.335803	0.0340007	0.267283	0.362914	0.7433394	13.26045	3.390295	0.195446	0.583171	0.0196184	0.201764
126	-4307.779	-4588.864	281.0847	5.483361	0.35139	0.0898527	0.232495	0.326262	0.7956283	13.26045	6.504699	0.161482	0.339471	0.0648066	0.43424
132	-4311.078	-4594.059	282.9814	6.534898	0.351339	0.195723	0.232461	0.220476	0.9947316	11.96944	6.452018	0.212112	0.366557	0.24369	0.177641
138	-4297.71	-4580.535	282.8257	6.692045	0.406209	0.121974	0.216908	0.254909	0.7950863	12.12549	6.452018	0.209138	0.121273	0.443461	0.226128
144	-4300.073	-4580.64	280.5673	6.692045	0.220718	0.156403	0.285774	0.337105	0.8423291	13.39727	5.834825	0.163856	0.324462	0.387887	0.123795
150	-4294.086	-4582.986	288.9001	2.297261	0.159507	0.535152	0.0927065	0.212634	0.8503133	10.72212	3.470731	0.104482	0.321464	0.384303	0.189752
156	-4298.53	-4588.99	290.4598	3.458827	0.264342	0.22679	0.156481	0.352387	1.005152	9.755498	2.489079	0.0561015	0.500498	0.341514	0.101887
162	-4298.727	-4587.903	289.1766	3.458827	0.342013	0.226747	0.280891	0.150348	1.033919	10.33809	2.715375	0.132219	0.530883	0.139978	0.19692
168	-4296.802	-4583.185	286.3835	2.779439	0.207457	0.277005	0.402198	0.11334	1.033919	11.59264	4.150255	0.287356	0.284889	0.361244	0.0665115
174	-4299.607	-4585.037	285.43	2.616668	0.271963	0.179522	0.527256	0.0212594	0.8154506	12.10728	4.770337	0.210792	0.146202	0.486031	0.156975
180	-4304.973	-4593.535	288.5615	2.853948	0.198598	0.201772	0.401165	0.198464	0.812866	10.55272	4.114819	0.161992	0.472218	0.129433	0.236357
186	-4304.266	-4588.497	284.231	3.398185	0.28377	0.175656	0.394757	0.145817	0.884621	12.45094	4.775284	0.178393	0.279298	0.191894	0.350415
192	-4307.924	-4590.449	282.5253	4.024295	0.24124	0.303214	0.325295	0.13025	0.987638	12.45094	8.246502	0.270018	0.314161	0.0216659	0.394156
198	-4298.262	-4586.667	288.4052	3.663927	0.18717	0.31857	0.216393	0.277867	0.9725053	10.4388	3.629115	0.115155	0.704713	0.00923985	0.170893
204	-4308.857	-4592.831	283.9741	3.532553	0.128309	0.458879	0.123274	0.289537	0.8135111	13.28568	2.320808	0.0232204	0.770149	0.00702764	0.199603
210	-4303.688	-4587.305	283.6172	1.466653	0.112048	0.532286	0.102822	0.252843	0.8135111	13.06665	6.891236	0.126408	0.545359	0.0130309	0.315203
216	-4309.503	-4593.523	284.0201	3.529609	0.300665	0.253368	0.266417	0.17955	0.8670942	12.13531	6.694632	0.198233	0.442084	0.00509621	0.354586
222	-4326.335	-4606.368	280.0331	5.310443	0.165942	0.40926	0.229093	0.195705	0.75566	14.17245	5.000594	0.115549	0.467767	0.00539228	0.411292
228	-4309.679	-4592.357	282.6783	4.574777	0.369031	0.296294	0.18049	0.154185	0.8651149	13.1535	3.991307	0.133298	0.539618	0.0096822	0.317402
234	-4298.757	-4581.014	282.2564	4.574777	0.197456	0.0759283	0.446358	0.280258	0.9559409	13.47918	3.428981	0.0612221	0.561456	0.00578352	0.371538
240	-4302.572	-4584.496	281.9244	4.75982	0.220701	0.443247	0.0870102	0.249041	0.7951403	12.40611	10.11683	0.20485	0.383136	0.093326	0.318688
246	-4309.047	-4593.204	284.1573	5.572544	0.167958	0.426354	0.166137	0.23955	0.6871458	12.29931	3.817363	0.317854	0.218771	0.429259	0.0341163
252	-4310.68	-4593.9	283.2192	4.573375	0.140182	0.53404	0.138663	0.187115	0.8223687	13.06312	3.378723	0.164891	0.0154787	0.759285	0.0603458
258	-4307.847	-4591.702	283.8545	6.79665	0.286256	0.165944	0.166956	0.380844	0.9902135	12.09497	3.686278	0.220023	0.018595	0.637715	0.123667
264	-4313.848	-4602.572	288.7246	4.087582	0.128091	0.419892	0.082836	0.369182	0.9914218	10.27467	3.191274	0.227443	0.0192221	0.632563	0.120773
270	-4298.767	-4580.273	281.5057	2.875208	0.0987599	0.492489	0.131261	0.27749	0.9781205	13.77582	5.698576	0.411998	0.0348195	0.429332	0.123851
276	-4309.502	-4589.731	280.2284	3.73247	0.0595822	0.381826	0.369027	0.189566	0.8421631	13.56593	9.800498	0.26697	0.0855282	0.549801	0.0977001
282	-4308.567	-4588.259	279.6928	9.43709	0.316494	0.0767354	0.478835	0.127936	0.8355808	13.56593	5.092018	0.298368	0.0888416	0.346368	0.266423
288	-4328.153	-4611.759	283.6065	5.570974	0.327544	0.0869622	0.579939	0.00555492	0.808532	12.05102	5.847485	0.392631	0.085329	0.161205	0.360835
294	-4315.013	-4602.248	287.2349	2.667762	0.473631	0.158256	0.26364	0.104473	0.9337235	10.99701	5.156557	0.405523	0.208943	0.0479556	0.337579
300	-4312.751	-4600.802	288.0516	1.685996	0.239616	0.244776	0.354019	0.161589	0.9337235	10.99701	4.906674	0.234468	0.542621	0.0277273	0.195184
306	-4314.992	-4599.379	284.3866	3.77225	0.34672	0.286233	0.25059	0.116457	1.019384	11.55587	8.087535	0.1692	0.478912	0.0480054	0.303882
312	-4317.284	-4606.365	289.0816	4.95291	0.5517	0.21871	0.0453961	0.184194	1.054278	9.606977	4.025691	0.266326	0.362113	0.111799	0.259762
318	-4336.406	-4621.414	285.0083	3.943143	0.44899	0.146082	0.2819	0.123027	0.8672268	11.81249	5.17982	0.301166	0.232373	0.365002	0.10146
324	-4317.301	-4603.117	285.8165	3.849204	0.180065	0.341569	0.333026	0.14534	0.9457704	11.83326	3.363831	0.196071	0.236492	0.403522	0.163915
330	-4310.681	-4599.745	289.0642	3.177469	0.150883	0.247241	0.537913	0.0639629	0.9348332	10.46147	2.933078	0.0881094	0.405719	0.245911	0.26026
336	-4322.609	-4608.305	285.6959	3.292632	0.195434	0.119406	0.647653	0.0375069	0.7818836	12.30511	2.819614	0.198013	0.317944	0.359627	0.124415
342	-4325.315	-4609.483	284.1684	2.309909	0.293815	0.0141364	0.634466	0.0575825	0.8064677	12.83019	4.971497	0.329817	0.0821946	0.436855	0.151133
348	-4311.305	-4595.109	283.8041	2.309019	0.149	0.322416	0.463906	0.0646778	0.7646632	12.83019	5.967137	0.352284	0.0877935	0.466613	0.0933096
354	-4324.135	-4612.418	288.283	1.482899	0.156351	0.44173	0.222419	0.179501	0.9083159	11.89086	1.863175	0.0475915	0.274438	0.588945	0.0890247
360	-4326.394	-4608.29	281.8958	1.497019	0.120345	0.304236	0.488616	0.0868029	0.8882819	15.37496	1.478373	0.0199401	0.466613	0.361317	0.15213
366	-4330.454	-4613.167	282.7134	1.419537	0.103524	0.388073	0.39768	0.110723	0.6466246	15.17107	1.349723	0.0201286	0.526769	0.340328	0.112774
372	-4318.691	-4607.092	288.4016	1.509874	0.0408151	0.42995	0.455775	0.0734606	1.018634	11.49937	2.559548	0.0389661	0.596325	0.164819	0.19989
378	-4325.454	-4612.156	286.7019	1.9529	0.0359228	0.534754	0.401143	0.02818	1.005132	12.0439	3.061073	0.0542784	0.683097	0.185392	0.077233
384	-4305.476	-4586.624	281.1483	3.295987	0.158709	0.371491	0.34705	0.12275	0.8674268	14.37201	3.660346	0.00751086	0.591384	0.262648	0.138458
390	-4298.583	-4585.472	286.8894	4.04699	0.200455	0.346367	0.296211	0.156967	0.7927147	12.31677	0.8042705	0.00916241	0.475716	0.451603	0.0635183
396	-4298.321	-4580.951	282.6304	2.010533	0.0386537	0.534695	0.213227	0.213425	0.6789901	15.24304	0.7702199	0.0127844	0.486629	0.461963	0.0386243
402	-4318.014	-4607.493	289.479	1.978558	0.0534193	0.56715	0.239662	0.139768	0.9179619	11.44916	1.001589	0.0799058	0.469598	0.445795	0.00470039
408	-4312.634	-4599.448	286.8135	2.677984	0.047303	0.502213	0.212222	0.238262	0.7289028	12.66541	1.039276	0.0652662	0.388045	0.54285	0.00383923
414	-4331.418	-4616.552	285.1341	9.583952	0.154607	0.440534	0.294982	0.109877	0.8616638	10.46296	6.186919	0.0350801	0.503583	0.162897	0.29844
420	-4306.39	-4590.718	284.3271	3.530782	0.121787	0.518826	0.0175177	0.341869	0.8152483	12.84691	3.089466	0.229841	0.205624	0.510106	0.0544282
426	-4318.791	-4602.176	283.3849	2.301312	0.122547	0.522066	0.00626868	0.349118	0.7014741	13.284	5.021526	0.15413	0.102115	0.693048	0.0507073
432	-4320.658	-4605.312	284.6537	3.208488	0.279295	0.39773	0.00531226	0.317663	0.7817775	13.01477	2.399752	0.0443244	0.214538	0.634605	0.106533
438	-4322.421	-4609.261	286.8399	2.51945	0.160183	0.651687	0.00321844	0.184911	0.7276665	12.18868	2.226096	0.0432574	0.455726	0.390354	0.110662
444	-4319.892	-4600.196	280.3046	6.757301	0.288918	0.13431	0.253594	0.323177	0.8389045	14.16998	3.185014	0.0986878	0.366997	0.358266	0.17605
450	-4308.148	-4588.414	280.2664	6.170911	0.11124	0.133328	0.628259	0.127173	0.8787778	13.90589	4.591364	0.0868093	0.536866	0.217758	0.158567
456	-4314.283	-4595.042	280.7596	3.91218	0.391943	0.303082	0.212478	0.0924978	0.8201989	14.66299	2.860957	0.0483885	0.555887	0.264153	0.131571
462	-4310.371	-4591.837	281.466	1.484094	0.135407	0.50573	0.204519	0.154344	0.8178363	15.37844	2.113166	0.114638	0.517187	0.245763	0.122411
468	-4317.343	-4602.438	285.0945	2.664948	0.160425	0.465977	0.0968064	0.276791	0.822328	12.93474	2.403339	0.109958	0.365506	0.430744	0.0937919
474	-4310.449	-4594.795	284.3466	3.295822	0.212053	0.411942	0.00118246	0.374823	0.9658224	12.23612	5.412391	0.287924	0.053816	0.439589	0.218671
480	-4310.135	-4593.647	283.5121	2.985051	0.190069	0.473297	0.000668399	0.335965	0.7920039	13.07823	4.435581	0.284148	0.098968	0.321601	0.295284
486	-4312.668	-4595.779	283.1109	4.064701	0.133666	0.638574	0.00375994	0.224001	0.922662	13.07876	3.789401	0.298366	0.201338	0.379096	0.1212
492	-4298.989	-4582.73	283.7413	1.819071	0.116381	0.630045	0.00418608	0.249388	0.9313762	13.38846	4.089125	0.182217	0.409085	0.309688	0.0990101
498	-4303.793	-4591.404	287.6106	2.402189	0.197335	0.470263	0.013131	0.319271	1.02066	11.69446	2.173104	0.229562	0.308396	0.390153	0.0718893
504	-4294.406	-4579.871	285.465	1.817704	0.103041	0.723392	0.00685651	0.16671	0.9407562	12.59326	3.691634	0.245993	0.137417	0.418079	0.198512
510	-4301.345	-4581.769	280.4233	2.18559	0.142799	0.616664	0.00950208	0.231035	0.7184061	14.64399	6.016324	0.15121	0.405433	0.190275	0.253082
516	-4320.633	-4603.745	283.1118	2.384897	0.0783877	0.59724	0.150825	0.173547	0.7679639	13.82135	3.230865	0.134527	0.397163	0.447262	0.0210484
522	-4342.321	-4626.249	283.9285	4.051375	0.0634942	0.334658	0.372301	0.229546	0.7257618	12.48479	4.896171	0.129763	0.24925	0.600684	0.020303
528	-4340.331	-4625.509	285.1771	1.897705	0.161573	0.367753	0.184855	0.285819	0.7475047	12.85328	3.54013	0.178942	0.298386	0.353994	0.168678
534	-4332.845	-4618.4	285.5555	1.982436	0.0942368	0.373849	0.205331	0.326583	0.8070043	12.84349	2.713761	0.134784	0.401615	0.336548	0.127052
540	-4340.941	-4622.194	281.2526	7.60386	0.29383	0.0154063	0.665067	0.0256962	0.7209875	13.08229	5.176847	0.168747	0.331626	0.0846556	0.414971
546	-4333.13	-4616.566	283.4364	2.719952	0.249033	0.0423376	0.613514	0.0951151	0.6934922	13.08229	5.176847	0.490767	0.0877077	0.121192	0.300334
552	-4325.037	-4605.781	280.7435	3.644514	0.285193	0.161214	0.354527	0.199066	0.8003533	13.62671	7.935747	0.330677	0.175494	0.0376914	0.456138
558	-4326.053	-4611.191	285.1375	2.939187	0.229453	0.151116	0.456338	0.163094	0.7971071	12.23422	4.475049	0.400672	0.12076	0.272721	0.205847
564	-4327.784	-4608.933	281.1486	2.355055	0.176385	0.284411	0.470265	0.0689394	0.7770834	14.68413	3.799741	0.150205	0.0704275	0.6738	0.105567
570	-4311.136	-4596.533	285.3967	3.146879	0.0647116	0.459146	0.327275	0.148867	0.7849551	12.21194	3.807172	0.325684	0.14463	0.308316	0.22137
576	-4303.821	-4586.295	282.4742	3.365582	0.0737344	0.639735	0.116906	0.169624	0.6595957	13.30786	5.609394	0.415836	0.167222	0.134295	0.282646
582	-4318.868	-4601.853	282.9852	4.71289	0.101115	0.359759	0.448585	0.0905412	0.6298805	13.0598	4.083233	0.308554	0.0828197	0.436483	0.172143
588	-4320.701	-4602.312	281.6107	2.961187	0.0608711	0.373924	0.326115	0.23909	0.8229157	13.80856	5.535735	0.357752	0.191722	0.253305	0.197221
594	-4336.193	-4620.256	284.0627	1.629288	0.215317	0.45157	0.197955	0.135158	0.7060327	12.77431	7.140441	0.506076	0.0543675	0.15335	0.286206
600	-4325.017	-4607.963	282.9465	2.26821	0.0997899	0.570956	0.195662	0.133593	0.7982649	13.34151	5.632881	0.442261	0.0452751	0.142513	0.36995
606	-4320.79	-4604.785	283.995	3.81966	0.104002	0.474948	0.0913458	0.329705	0.8785828	11.76404	8.444867	0.37386	0.217698	0.0957095	0.312733
612	-4315.325	-4600.575	285.2496	1.318058	0.0526977	0.571609	0.14451	0.231184	0.8096267	13.30554	2.658476	0.2637	0.169882	0.453116	0.113301
618	-4323.35	-4607.441	284.0917	1.66321	0.0589332	0.385956	0.420468	0.134642	0.8139681	12.41119	8.834167	0.42114	0.171063	0.353111	0.0546857
624	-4308.68	-4593.561	284.8813	1.995934	0.1255	0.40635	0.213948	0.254202	0.8503133	12.19121	6.755858	0.161138	0.231976	0.434993	0.171893
630	-4310.411	-4594.473	284.0626	1.995934	0.131783	0.447136	0.235422	0.18566	1.013322	12.45825	7.170506	0.303578	0.344924	0.161035	0.190463
636	-4294.813	-4578.002	283.1884	1.995934	0.0730058	0.571584	0.199993	0.155416	0.8399389	13.09658	6.654926	0.114966	0.473061	0.188741	0.223232
642	-4297.146	-4579.805	282.6584	5.13359	0.00510458	0.595872	0.232395	0.166629	0.8477282	12.80916	4.960225	0.1856	0.29182	0.097081	0.425499
648	-4307.471	-4594.608	287.137	1.667949	0.1529	0.260387	0.246963	0.33975	0.8135961	11.33961	5.863515	0.192451	0.218071	0.148271	0.441207
654	-4301.076	-4585.799	284.7229	2.580002	0.235367	0.235038	0.222921	0.306674	0.7310221	12.93235	3.243003	0.145047	0.439374	0.163204	0.252375
660	-4312.444	-4595.111	282.6674	3.442778	0.0520736	0.292379	0.216922	0.438625	0.7864231	13.16041	5.414452	0.121069	0.494361	0.222725	0.161845
666	-4313.062	-4598.571	285.5087	2.910671	0.060318	0.370801	0.275106	0.293775	0.8911781	12.84955	1.761784	0.0621628	0.614367	0.286909	0.0365617
672	-4305.298	-4588.977	283.6785	1.658165	0.0422392	0.655812	0.0803187	0.221631	0.8735012	14.09885	2.192155	0.0475867	0.507286	0.372427	0.0727
678	-4312.895	-4596.688	283.7926	2.168071	0.0695723	0.479733	0.132293	0.318402	0.8337167	13.85685	2.192155	0.0475867	0.507286	0.372427	0.0727
684	-4308.513	-4592.224	283.7113	2.483622	0.0683973	0.47163	0.0666291	0.393344	0.7437636	13.83221	2.192155	0.0346233	0.536448	0.358874	0.0700544
690	-4304.183	-4586.526	282.3433	3.243205	0.00758051	0.338301	0.522483	0.131636	0.7393942	13.83221	3.668667	0.0465756	0.428745	0.430442	0.0942377
696	-4295.952	-4580.591	284.6385	3.180614	0.158833	0.302876	0.257052	0.281239	0.7602746	13.28593	1.763703	0.0159039	0.429794	0.506254	0.0480478
702	-4305.758	-4593.026	287.2676	1.874602	0.245563	0.12357	0.610937	0.0199309	0.6926209	12.81264	0.904786	0.0297984	0.456193	0.484378	0.0296308
708	-4311.913	-4597.323	285.4098	2.641	0.255714	0.214985	0.448561	0.0807397	0.7506416	13.52563	0.7954278	0.0619147	0.334171	0.522621	0.0812934
714	-4303.697	-4589.902	286.205	2.314209	0.225043	0.275455	0.359645	0.139858	0.803338	13.00498	1.166875	0.0275715	0.472992	0.400126	0.0993102
720	-4312.858	-4600.433	287.5748	2.297074	0.157955	0.234653	0.509227	0.0981649	0.8099304	12.45737	0.8534911	0.0096232	0.515728	0.366365	0.108283
726	-4309.838	-4597.24	287.4022	1.45195	0.0994029	0.548826	0.314055	0.0377158	0.7696212	12.32508	2.14812	0.0145192	0.663099	0.177462	0.14492
732	-4338.62	-4617.007	278.3869	4.655602	0.140566	0.575767	0.138163	0.145504	0.8910022	14.19982	10.25473	0.275102	0.213975	0.0639905	0.446932
738	-4341.847	-4622.162	280.3147	10.3871	0.288837	0.259622	0.2839	0.167641	0.7919714	13.24596	4.600556	0.213048	0.308204	0.196297	0.282451
744	-4299.469	-4584.707	285.2376	4.969161	0.340082	0.0874072	0.25905	0.313461	0.8008033	11.6105	4.596512	0.162908	0.260978	0.295189	0.280926
750	-4297.297	-4582.056	284.7589	6.270935	0.159463	0.540796	0.135627	0.164114	0.7460895	11.70869	4.220239	0.195229	0.303822	0.173904	0.327045
756	-4290.281	-4574.205	283.9232	6.270935	0.182264	0.259343	0.347181	0.211212	0.7013942	12.05747	4.673525	0.178584	0.310106	0.177501	0.333809
762	-4296.382	-4577.539	281.1572	2.769771	0.206901	0.282193	0.487106	0.0237996	0.8342397	12.78566	14.67905	0.343708	0.158865	0.0409949	0.456432
768	-4305.864	-4588.483	282.6189	1.931908	0.0647217	0.240433	0.620201	0.0746442	0.8342397	13.13344	8.335586	0.375484	0.145023	0.123531	0.355961
774	-4328.631	-4611.808	283.1772	2.681374	0.212706	0.375843	0.300793	0.110658	0.8647858	12.10265	11.55872	0.475419	0.140372	0.0879944	0.296215
780	-4319.409	-4602.288	282.8796	2.699567	0.111233	0.352401	0.459574	0.0767912	0.8009329	12.71265	8.490816	0.192772	0.0930774	0.517738	0.196413
786	-4327.125	-4608.076	280.9504	3.614385	0.254587	0.441091	0.0435386	0.260783	0.7570877	14.06318	5.208075	0.377298	0.0340707	0.266053	0.322579
792	-4315.94	-4595.489	279.5489	7.805918	0.0267506	0.762838	0.105014	0.105397	0.6996788	13.80449	5.83982	0.480807	0.043205	0.171029	0.304959
798	-4314.032	-4595.155	281.1236	3.507256	0.267024	0.368572	0.0537262	0.310678	0.8762753	13.76504	6.058086	0.273279	0.0245566	0.528834	0.173331
804	-4322.333	-4610.67	288.3368	3.309647	0.407324	0.437531	0.0819552	0.07319	0.9123211	10.16279	5.452688	0.247337	0.0864132	0.381764	0.284486
810	-4323.498	-4600.399	276.9009	6.907676	0.238125	0.008457	0.494517	0.258901	0.7236981	15.28279	6.015849	0.410863	0.0824359	0.0121069	0.494594
816	-4311.765	-4595.52	283.7554	7.469144	0.32812	0.00775276	0.376253	0.287874	1.054091	11.43425	6.100516	0.336431	0.183732	0.0748436	0.404993
822	-4307.432	-4587.393	279.9604	3.334439	0.251485	0.000625925	0.48688	0.261009	0.8514955	13.76116	10.16811	0.314145	0.18132	0.0880772	0.416458
828	-4311.378	-4590.628	279.25	4.849207	0.395929	0.000657498	0.346562	0.256851	0.8243884	13.97782	8.621846	0.320571	0.0514336	0.163716	0.46428
834	-4321.842	-4602.616	280.7738	5.611555	0.219199	0.00116904	0.322948	0.456684	0.7914465	12.7198	10.85929	0.474164	0.0291051	0.152625	0.344106
840	-4326.552	-4605.866	279.314	13.63636	0.358657	0.00108727	0.103729	0.536527	0.6575024	12.70297	8.46499	0.279112	0.0699878	0.453205	0.197695
846	-4319.554	-4602.84	283.2862	5.305304	0.323575	0.00137863	0.495134	0.179913	0.7289442	12.80616	3.750769	0.30768	0.0771512	0.39724	0.217929
852	-4320.073	-4605.161	285.0884	4.113549	0.313802	0.00718097	0.504538	0.174479	0.8049025	11.76105	5.16973	0.28109	0.0704837	0.435971	0.212456
858	-4315.766	-4600.977	285.2105	6.498177	0.302312	0.0213395	0.424426	0.251923	0.7761914	12.12593	1.946081	0.239016	0.0932781	0.623142	0.0445634
864	-4326.2	-4606.784	280.5842	2.058073	0.050359	0.523418	0.1811	0.245123	0.6822601	14.47843	6.802286	0.428572	0.0167526	0.0252454	0.52943
870	-4317.844	-4602.758	284.9144	2.058073	0.0594391	0.564527	0.0977765	0.278258	0.884279	12.24723	6.14985	0.375065	0.0153844	0.12911	0.480441
876	-4327.294	-4607.45	280.1555	1.939929	0.00789168	0.546519	0.149351	0.296238	0.8283136	14.77846	6.227355	0.450962	0.0244006	0.10077	0.423868
882	-4316.551	-4598.049	281.4987	12.26525	0.416785	0.00364961	0.189464	0.390102	0.8065077	12.91109	2.71082	0.203936	0.138901	0.492663	0.164499
888	-4317.852	-4601.921	284.0691	9.694632	0.414439	0.0327682	0.118933	0.43386	0.908966	12.25017	1.655654	0.111667	0.312784	0.559959	0.0155905
894	-4325.878	-4604.465	278.5865	7.018268	0.445719	0.118337	0.0835176	0.352427	0.8749584	14.3237	5.959094	0.114826	0.286904	0.541689	0.0565816
900	-4312.208	-4596.605	284.3971	5.457785	0.404831	0.110934	0.0782929	0.405943	0.8099601	11.80686	5.16268	0.138385	0.400119	0.394629	0.0668671
906	-4297.724	-4581.371	283.6471	5.53837	0.256932	0.398984	0.0556326	0.288451	0.8239885	11.41478	9.441505	0.321453	0.0712611	0.346622	0.260664
912	-4294.724	-4578.277	283.5522	10.5396	0.248676	0.172641	0.443883	0.1348	0.9448054	11.71725	3.599496	0.263691	0.169129	0.39371	0.173471
918	-4294.588	-4578.912	284.3241	5.070029	0.295752	0.14374	0.442296	0.118212	0.781892	12.14201	4.31947	0.241515	0.0298725	0.5637	0.164912
924	-4301.638	-4582.353	280.7146	2.621785	0.264274	0.448045	0.105567	0.182114	0.7214415	14.43195	5.55327	0.336862	0.0361343	0.364974	0.26203
930	-4308.565	-4586.229	277.6642	19.43657	0.300564	0.287877	0.206011	0.205548	0.7606612	13.17811	7.097016	0.331934	0.0353917	0.501712	0.130962
936	-4302.689	-4586.943	284.2545	12.39626	0.313009	0.254812	0.120558	0.311622	0.7531688	11.01904	4.344729	0.327644	0.0736027	0.525446	0.0733078
942	-4315.145	-4595.642	280.4972	4.063691	0.153686	0.245951	0.299577	0.300786	0.7597275	14.03937	5.863315	0.402046	0.0196911	0.232678	0.345584
948	-4309.629	-4589.141	279.512	5.511823	0.186095	0.405332	0.160167	0.248405	0.8449645	13.96258	6.954258	0.392822	0.0164546	0.488294	0.102429
954	-4310.295	-4596.821	286.526	2.115833	0.162513	0.473567	0.146993	0.216927	0.8333527	12.2257	2.858386	0.246232	0.0432379	0.495609	0.214921
960	-4323.329	-4607.315	283.986	4.907825	0.241423	0.0142903	0.556072	0.188215	0.8590771	11.58108	7.995357	0.393061	0.0531601	0.312768	0.241012
966	-4326.837	-4609.314	282.4773	7.424903	0.20762	0.0146834	0.597544	0.180152	0.8792902	12.30203	5.600681	0.448081	0.0923425	0.255026	0.20455
972	-4324.133	-4605.481	281.3478	5.961216	0.100432	0.00370957	0.768988	0.12687	0.7367326	12.88466	7.459422	0.400075	0.159794	0.0368575	0.403274
978	-4327.124	-4606.678	279.5548	5.961216	0.357735	0.00120097	0.335922	0.305142	0.6014141	13.66875	8.8117	0.218809	0.118526	0.228733	0.433932
984	-4312.316	-4601.276	288.9592	2.417293	0.0911865	0.64111	0.0380797	0.229624	0.7693887	10.81095	3.066267	0.150949	0.350755	0.366875	0.131421
990	-4309.182	-4598.287	289.1049	1.604608	0.0880834	0.584363	0.210875	0.116678	0.82195	11.29443	2.272107	0.200701	0.185232	0.509177	0.104891
996	-4314.433	-4599.25	284.8168	2.819046	0.157364	0.428138	0.24943	0.165069	0.8277348	12.47123	4.282372	0.166163	0.32544	0.421556	0.0868406
1002	-4314.006	-4600.781	286.7744	2.10396	0.088804	0.553292	0.30376	0.054144	0.9768524	11.21132	6.142075	0.159508	0.593965	0.0555709	0.190956
